Date,Sale,Category,Month_Year,Temperature,Month,Year,Monthly_Sale,sell_price,Cost_price,Profit,Manufacture_Date,Expire_Date
2013-06-16,37.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,187.5,2013-06-06,2013-07-09
2013-06-16,29.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,145.0,2013-06-06,2013-07-09
2013-06-16,20.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,143.5,2013-06-06,2013-07-09
2013-06-16,15.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,108.5,2013-06-06,2013-07-09
2013-06-16,29.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,203.0,2013-06-06,2013-07-09
2013-06-16,32.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,357.5,2013-06-06,2013-07-09
2013-06-16,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-06,2013-07-09
2013-06-16,42.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,297.5,2013-06-06,2013-07-09
2013-06-16,155.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,7750.0,2013-06-06,2013-07-09
2013-06-16,27.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,247.5,2013-06-06,2013-07-09
2013-06-17,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-07,2013-07-10
2013-06-17,22.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,112.5,2013-06-07,2013-07-10
2013-06-17,20.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,143.5,2013-06-07,2013-07-10
2013-06-17,15.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,108.5,2013-06-07,2013-07-10
2013-06-17,29.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,206.5,2013-06-07,2013-07-10
2013-06-17,37.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,412.5,2013-06-07,2013-07-10
2013-06-17,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-07,2013-07-10
2013-06-17,42.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,297.5,2013-06-07,2013-07-10
2013-06-17,190.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,9500.0,2013-06-07,2013-07-10
2013-06-17,27.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,247.5,2013-06-07,2013-07-10
2013-06-18,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-08,2013-07-11
2013-06-18,24.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,120.0,2013-06-08,2013-07-11
2013-06-18,19.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,136.5,2013-06-08,2013-07-11
2013-06-18,15.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,108.5,2013-06-08,2013-07-11
2013-06-18,34.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,238.0,2013-06-08,2013-07-11
2013-06-18,37.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,412.5,2013-06-08,2013-07-11
2013-06-18,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-08,2013-07-11
2013-06-18,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-08,2013-07-11
2013-06-18,190.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,9500.0,2013-06-08,2013-07-11
2013-06-18,27.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,247.5,2013-06-08,2013-07-11
2013-06-19,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-09,2013-07-12
2013-06-19,26.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,130.0,2013-06-09,2013-07-12
2013-06-19,20.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,143.5,2013-06-09,2013-07-12
2013-06-19,15.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,108.5,2013-06-09,2013-07-12
2013-06-19,34.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,241.5,2013-06-09,2013-07-12
2013-06-19,40.0,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,440.0,2013-06-09,2013-07-12
2013-06-19,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-09,2013-07-12
2013-06-19,42.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,297.5,2013-06-09,2013-07-12
2013-06-19,190.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,9500.0,2013-06-09,2013-07-12
2013-06-19,32.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,292.5,2013-06-09,2013-07-12
2013-06-20,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-10,2013-07-13
2013-06-20,24.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,120.0,2013-06-10,2013-07-13
2013-06-20,20.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,143.5,2013-06-10,2013-07-13
2013-06-20,15.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,108.5,2013-06-10,2013-07-13
2013-06-20,35.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,248.5,2013-06-10,2013-07-13
2013-06-20,41.0,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,451.0,2013-06-10,2013-07-13
2013-06-20,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-10,2013-07-13
2013-06-20,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-10,2013-07-13
2013-06-20,210.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,10500.0,2013-06-10,2013-07-13
2013-06-20,32.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,292.5,2013-06-10,2013-07-13
2013-06-21,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-11,2013-07-14
2013-06-21,17.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,87.5,2013-06-11,2013-07-14
2013-06-21,21.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,150.5,2013-06-11,2013-07-14
2013-06-21,16.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,115.5,2013-06-11,2013-07-14
2013-06-21,34.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,241.5,2013-06-11,2013-07-14
2013-06-21,42.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,467.5,2013-06-11,2013-07-14
2013-06-21,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-11,2013-07-14
2013-06-21,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-11,2013-07-14
2013-06-21,190.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,9500.0,2013-06-11,2013-07-14
2013-06-21,27.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,247.5,2013-06-11,2013-07-14
2013-06-25,32.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,162.5,2013-06-15,2013-07-18
2013-06-25,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-15,2013-07-18
2013-06-25,24.0,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,168.0,2013-06-15,2013-07-18
2013-06-25,17.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,122.5,2013-06-15,2013-07-18
2013-06-25,34.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,238.0,2013-06-15,2013-07-18
2013-06-25,42.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,467.5,2013-06-15,2013-07-18
2013-06-25,19.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,228.0,2013-06-15,2013-07-18
2013-06-25,42.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,297.5,2013-06-15,2013-07-18
2013-06-25,160.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,8000.0,2013-06-15,2013-07-18
2013-06-25,27.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,247.5,2013-06-15,2013-07-18
2013-06-26,32.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,162.5,2013-06-16,2013-07-19
2013-06-26,22.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,112.5,2013-06-16,2013-07-19
2013-06-26,22.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,157.5,2013-06-16,2013-07-19
2013-06-26,17.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,122.5,2013-06-16,2013-07-19
2013-06-26,34.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,238.0,2013-06-16,2013-07-19
2013-06-26,37.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,412.5,2013-06-16,2013-07-19
2013-06-26,18.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,216.0,2013-06-16,2013-07-19
2013-06-26,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-16,2013-07-19
2013-06-26,155.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,7750.0,2013-06-16,2013-07-19
2013-06-26,32.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,292.5,2013-06-16,2013-07-19
2013-06-27,32.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,162.5,2013-06-17,2013-07-20
2013-06-27,21.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,105.0,2013-06-17,2013-07-20
2013-06-27,23.0,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,161.0,2013-06-17,2013-07-20
2013-06-27,19.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,136.5,2013-06-17,2013-07-20
2013-06-27,36.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,252.0,2013-06-17,2013-07-20
2013-06-27,41.0,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,451.0,2013-06-17,2013-07-20
2013-06-27,17.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,204.0,2013-06-17,2013-07-20
2013-06-27,42.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,297.5,2013-06-17,2013-07-20
2013-06-27,175.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,8750.0,2013-06-17,2013-07-20
2013-06-27,32.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,292.5,2013-06-17,2013-07-20
2013-06-28,32.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,162.5,2013-06-18,2013-07-21
2013-06-28,26.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,130.0,2013-06-18,2013-07-21
2013-06-28,23.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,164.5,2013-06-18,2013-07-21
2013-06-28,19.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,136.5,2013-06-18,2013-07-21
2013-06-28,37.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,259.0,2013-06-18,2013-07-21
2013-06-28,41.0,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,451.0,2013-06-18,2013-07-21
2013-06-28,18.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,216.0,2013-06-18,2013-07-21
2013-06-28,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-18,2013-07-21
2013-06-28,160.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,8000.0,2013-06-18,2013-07-21
2013-06-28,32.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,292.5,2013-06-18,2013-07-21
2013-06-30,27.5,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,137.5,2013-06-20,2013-07-23
2013-06-30,20.0,Tomato,2013-06-01,21.18733333333333,6,2013,592.5,33,28,100.0,2013-06-20,2013-07-23
2013-06-30,23.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,164.5,2013-06-20,2013-07-23
2013-06-30,19.5,Potato,2013-06-01,21.18733333333333,6,2013,427.0,22,15,136.5,2013-06-20,2013-07-23
2013-06-30,37.0,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,259.0,2013-06-20,2013-07-23
2013-06-30,42.5,Carrot,2013-06-01,21.18733333333333,6,2013,435.5,56,45,467.5,2013-06-20,2013-07-23
2013-06-30,18.0,Pumpkin,2013-06-01,21.18733333333333,6,2013,204.0,52,40,216.0,2013-06-20,2013-07-23
2013-06-30,37.5,Onion,2013-06-01,21.18733333333333,6,2013,812.5,42,35,262.5,2013-06-20,2013-07-23
2013-06-30,150.0,Mushroom,2013-06-01,21.18733333333333,6,2013,1925.0,250,200,7500.0,2013-06-20,2013-07-23
2013-06-30,31.5,Cucumber,2013-06-01,21.18733333333333,6,2013,331.5,34,25,283.5,2013-06-20,2013-07-23
2013-07-01,27.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,137.5,2013-06-21,2013-07-24
